rank,ticker,name,quote_type,currency,market_cap,price,sector,industry
1,NVDA,NVIDIA Corporation,EQUITY,USD,5009871732736,206.84,Technology,Semiconductors
2,AAPL,Apple Inc.,EQUITY,USD,4891182891008,333.02,Technology,Consumer Electronics
3,GOOGL,Alphabet Inc.,EQUITY,USD,3910399426560,319.74,Communication Services,Internet Content & Information
4,MSFT,Microsoft Corporation,EQUITY,USD,2835433652224,381.7,Technology,Software - Infrastructure
5,AMZN,"Amazon.com, Inc.",EQUITY,USD,2496832733184,232.11,Consumer Cyclical,Internet Retail
6,AVGO,Broadcom Inc.,EQUITY,USD,1817015091200,381.92,Technology,Semiconductors
7,META,"Meta Platforms, Inc.",EQUITY,USD,1510844137472,595.19,Communication Services,Internet Content & Information
8,BTC-USD,Bitcoin USD,CRYPTOCURRENCY,USD,1311065374720,65347.5,,
9,TSLA,"Tesla, Inc.",EQUITY,USD,1236326809600,313.03,Consumer Cyclical,Auto Manufacturers
10,BRK-B,Berkshire Hathaway Inc.,EQUITY,USD,1067491590144,494.93,Financial Services,Insurance - Diversified
11,LLY,Eli Lilly and Company,EQUITY,USD,1066549444608,1196.03,Healthcare,Drug Manufacturers - General
12,JPM,JPMorgan Chase & Co.,EQUITY,USD,938902814720,353.21,Financial Services,Banks - Diversified
13,WMT,Walmart Inc.,EQUITY,USD,871170899968,109.47,Consumer Defensive,Discount Stores
14,AMD,"Advanced Micro Devices, Inc.",EQUITY,USD,851091980288,521.95,Technology,Semiconductors
15,V,Visa Inc.,EQUITY,USD,676526292992,355.74,Financial Services,Credit Services
16,XOM,ExxonMobil Holdings Corporation,EQUITY,USD,650508042240,156.94,Energy,Oil & Gas Integrated
17,JNJ,Johnson & Johnson,EQUITY,USD,634767278080,263.4,Healthcare,Drug Manufacturers - General
18,MA,Mastercard Incorporated,EQUITY,USD,476834856960,539.66,Financial Services,Credit Services
19,INTC,Intel Corporation,EQUITY,USD,465662050304,92.32,Technology,Semiconductors
20,ABBV,AbbVie Inc.,EQUITY,USD,458235346944,259.36,Healthcare,Drug Manufacturers - General
21,CSCO,"Cisco Systems, Inc.",EQUITY,USD,449993572352,114.17,Technology,Communication Equipment
22,COST,Costco Wholesale Corporation,EQUITY,USD,414665998336,935.03,Consumer Defensive,Discount Stores
23,CVX,Chevron Corporation,EQUITY,USD,387943301120,194.79,Energy,Oil & Gas Integrated
24,UNH,UnitedHealth Group Incorporated,EQUITY,USD,382092673024,420.74,Healthcare,Healthcare Plans
25,KO,The Coca-Cola Company,EQUITY,USD,353879195648,82.25,Consumer Defensive,Beverages - Non-Alcoholic
26,PG,The Procter & Gamble Company,EQUITY,USD,343258791936,147.41,Consumer Defensive,Household & Personal Products
27,HD,"The Home Depot, Inc.",EQUITY,USD,332019924992,332.98,Consumer Cyclical,Home Improvement Retail
28,ORCL,Oracle Corporation,EQUITY,USD,331225366528,114.99,Technology,Software - Infrastructure
29,MRK,"Merck & Co., Inc.",EQUITY,USD,323719921664,131.07,Healthcare,Drug Manufacturers - General
30,NFLX,"Netflix, Inc.",EQUITY,USD,291850518528,70.09,Communication Services,Entertainment
31,TXN,Texas Instruments Incorporated,EQUITY,USD,255282479104,279.58,Technology,Semiconductors
32,ETH-USD,Ethereum USD,CRYPTOCURRENCY,USD,237536165888,1967.95,,
33,TMO,Thermo Fisher Scientific Inc.,EQUITY,USD,211177619456,568.26,Healthcare,Diagnostics & Research
34,MCD,McDonald's Corporation,EQUITY,USD,188113534976,264.76,Consumer Cyclical,Restaurants
35,PEP,"PepsiCo, Inc.",EQUITY,USD,186650247168,136.64,Consumer Defensive,Beverages - Non-Alcoholic
36,QCOM,QUALCOMM Incorporated,EQUITY,USD,175986376704,166.97,Technology,Semiconductors
37,DIS,The Walt Disney Company,EQUITY,USD,164708106240,94.85,Communication Services,Entertainment
38,CRM,"Salesforce, Inc.",EQUITY,USD,134037544960,163.66,Technology,Software - Application
39,ACN,Accenture plc,EQUITY,USD,89949372416,146.99,Technology,Information Technology Services
40,ADBE,Adobe Inc.,EQUITY,USD,89481224192,225.11,Technology,Software - Application
41,BNB-USD,BNB USD,CRYPTOCURRENCY,USD,76295004160,573.4,,
42,XRP-USD,XRP USD,CRYPTOCURRENCY,USD,69264384000,1.1077,,
43,NKE,"NIKE, Inc.",EQUITY,USD,61861900288,41.7,Consumer Cyclical,Footwear & Accessories
44,SOL-USD,Solana USD,CRYPTOCURRENCY,USD,44631298048,76.57,,
45,DOGE-USD,Dogecoin USD,CRYPTOCURRENCY,USD,11286493184,0.07267,,
46,ADA-USD,Cardano USD,CRYPTOCURRENCY,USD,6037366784,0.1656,,
