rank,ticker,name,quote_type,currency,market_cap,price,sector,industry
1,ORCL,Oracle Corporation,EQUITY,USD,566609969152,197.21,Technology,Software - Infrastructure
2,PLTR,Palantir Technologies Inc.,EQUITY,USD,431020605440,180.84,Technology,Software - Infrastructure
3,SAP,SAP SE,EQUITY,USD,285386244096,244.59,Technology,Software - Application
4,CRM,"Salesforce, Inc.",EQUITY,USD,253155852288,265.92,Technology,Software - Application
5,SHOP,Shopify Inc.,EQUITY,USD,213163769856,163.74,Technology,Software - Application
6,INTU,Intuit Inc.,EQUITY,USD,186494599168,669.88,Technology,Software - Application
7,NOW,"ServiceNow, Inc.",EQUITY,USD,160150994944,154.23,Technology,Software - Application
8,ADBE,Adobe Inc.,EQUITY,USD,149534752768,352.51,Technology,Software - Application
9,PANW,"Palo Alto Networks, Inc.",EQUITY,USD,130234458112,186.85,Technology,Software - Infrastructure
10,CRWD,"CrowdStrike Holdings, Inc.",EQUITY,USD,119905574912,475.63,Technology,Software - Infrastructure
