rank,ticker,name,quote_type,currency,market_cap,price,sector,industry
1,NVDA,NVIDIA Corporation,EQUITY,USD,5457368842240,225.32,Technology,Semiconductors
2,GOOGL,Alphabet Inc.,EQUITY,USD,4807165739008,396.78,Communication Services,Internet Content & Information
3,AAPL,Apple Inc.,EQUITY,USD,4409585041408,300.23,Technology,Consumer Electronics
4,MSFT,Microsoft Corporation,EQUITY,USD,3134205460480,421.92,Technology,Software - Infrastructure
5,AMZN,"Amazon.com, Inc.",EQUITY,USD,2841383010304,264.14,Consumer Cyclical,Internet Retail
6,AVGO,Broadcom Inc.,EQUITY,USD,2013133668352,425.19,Technology,Semiconductors
7,TSLA,"Tesla, Inc.",EQUITY,USD,1585816797184,422.24,Consumer Cyclical,Auto Manufacturers
8,META,"Meta Platforms, Inc.",EQUITY,USD,1559175626752,614.23,Communication Services,Internet Content & Information
9,BTC-USD,Bitcoin USD,CRYPTOCURRENCY,USD,1540974575616,76951.4,,
10,WMT,Walmart Inc.,EQUITY,USD,1047786684416,131.45,Consumer Defensive,Discount Stores
11,BRK-B,Berkshire Hathaway Inc.,EQUITY,USD,1041113350144,482.7,Financial Services,Insurance - Diversified
12,LLY,Eli Lilly and Company,EQUITY,USD,896128712704,1004.92,Healthcare,Drug Manufacturers - General
13,JPM,JPMorgan Chase & Co.,EQUITY,USD,797985275904,297.81,Financial Services,Banks - Diversified
14,AMD,"Advanced Micro Devices, Inc.",EQUITY,USD,691537707008,424.1,Technology,Semiconductors
15,XOM,Exxon Mobil Corporation,EQUITY,USD,654570029056,157.92,Energy,Oil & Gas Integrated
16,V,Visa Inc.,EQUITY,USD,619492999168,325.75,Financial Services,Credit Services
17,ORCL,Oracle Corporation,EQUITY,USD,554933092352,192.95,Technology,Software - Infrastructure
18,INTC,Intel Corporation,EQUITY,USD,546677981184,108.77,Technology,Semiconductors
19,JNJ,Johnson & Johnson,EQUITY,USD,545740161024,226.71,Healthcare,Drug Manufacturers - General
20,CSCO,"Cisco Systems, Inc.",EQUITY,USD,466916868096,118.21,Technology,Communication Equipment
21,COST,Costco Wholesale Corporation,EQUITY,USD,465369300992,1048.95,Consumer Defensive,Discount Stores
22,MA,Mastercard Incorporated,EQUITY,USD,436667154432,494.2,Financial Services,Credit Services
23,CVX,Chevron Corporation,EQUITY,USD,380594323456,191.1,Energy,Oil & Gas Integrated
24,ABBV,AbbVie Inc.,EQUITY,USD,371715538944,210.39,Healthcare,Drug Manufacturers - General
25,NFLX,"Netflix, Inc.",EQUITY,USD,366423670784,87.02,Communication Services,Entertainment
26,UNH,UnitedHealth Group Incorporated,EQUITY,USD,357672681472,393.85,Healthcare,Healthcare Plans
27,KO,The Coca-Cola Company,EQUITY,USD,347726643200,80.82,Consumer Defensive,Beverages - Non-Alcoholic
28,PG,The Procter & Gamble Company,EQUITY,USD,329659777024,141.57,Consumer Defensive,Household & Personal Products
29,HD,"The Home Depot, Inc.",EQUITY,USD,296328200192,297.51,Consumer Cyclical,Home Improvement Retail
30,TXN,Texas Instruments Incorporated,EQUITY,USD,275512393728,302.73,Technology,Semiconductors
31,MRK,"Merck & Co., Inc.",EQUITY,USD,275089031168,111.38,Healthcare,Drug Manufacturers - General
32,ETH-USD,Ethereum USD,CRYPTOCURRENCY,USD,255810306048,2121.0,,
33,QCOM,QUALCOMM Incorporated,EQUITY,USD,212370472960,201.49,Technology,Semiconductors
34,PEP,"PepsiCo, Inc.",EQUITY,USD,203838226432,149.12,Consumer Defensive,Beverages - Non-Alcoholic
35,MCD,McDonald's Corporation,EQUITY,USD,196376723456,276.39,Consumer Cyclical,Restaurants
36,DIS,The Walt Disney Company,EQUITY,USD,178374459392,102.72,Communication Services,Entertainment
37,TMO,Thermo Fisher Scientific Inc.,EQUITY,USD,162896560128,438.34,Healthcare,Diagnostics & Research
38,CRM,"Salesforce, Inc.",EQUITY,USD,141940506624,173.51,Technology,Software - Application
39,ACN,Accenture plc,EQUITY,USD,103897767936,168.82,Technology,Information Technology Services
40,ADBE,Adobe Inc.,EQUITY,USD,100079919104,247.6,Technology,Software - Application
41,BNB-USD,BNB USD,CRYPTOCURRENCY,USD,86272385024,639.85,,
42,XRP-USD,XRP USD,CRYPTOCURRENCY,USD,85669920768,1.3854,,
43,NKE,"NIKE, Inc.",EQUITY,USD,62019551232,41.88,Consumer Cyclical,Footwear & Accessories
44,SOL-USD,Solana USD,CRYPTOCURRENCY,USD,49030184960,84.81,,
45,DOGE-USD,Dogecoin USD,CRYPTOCURRENCY,USD,17725929472,0.10429,,
46,ADA-USD,Cardano USD,CRYPTOCURRENCY,USD,9043177472,0.2499,,
