rank,ticker,name,quote_type,currency,market_cap,price,sector,industry
1,NVDA,NVIDIA Corporation,EQUITY,USD,4969906831360,205.19,Technology,Semiconductors
2,GOOGL,Alphabet Inc.,EQUITY,USD,4386274148352,359.68,Communication Services,Internet Content & Information
3,AAPL,Apple Inc.,EQUITY,USD,4275929874432,291.13,Technology,Consumer Electronics
4,MSFT,Microsoft Corporation,EQUITY,USD,2902586556416,390.74,Technology,Software - Infrastructure
5,AMZN,"Amazon.com, Inc.",EQUITY,USD,2566108479488,238.55,Consumer Cyclical,Internet Retail
6,AVGO,Broadcom Inc.,EQUITY,USD,1817728778240,382.07,Technology,Semiconductors
7,TSLA,"Tesla, Inc.",EQUITY,USD,1526438821888,406.43,Consumer Cyclical,Auto Manufacturers
8,META,"Meta Platforms, Inc.",EQUITY,USD,1439235178496,566.98,Communication Services,Internet Content & Information
9,BTC-USD,Bitcoin USD,CRYPTOCURRENCY,USD,1315424829440,65629.57,,
10,BRK-B,Berkshire Hathaway Inc.,EQUITY,USD,1055240683520,489.25,Financial Services,Insurance - Diversified
11,LLY,Eli Lilly and Company,EQUITY,USD,1010342952960,1133.0,Healthcare,Drug Manufacturers - General
12,WMT,Walmart Inc.,EQUITY,USD,963245899776,121.04,Consumer Defensive,Discount Stores
13,JPM,JPMorgan Chase & Co.,EQUITY,USD,859372847104,320.72,Financial Services,Banks - Diversified
14,AMD,"Advanced Micro Devices, Inc.",EQUITY,USD,834166325248,511.57,Technology,Semiconductors
15,INTC,Intel Corporation,EQUITY,USD,626088804352,124.57,Technology,Semiconductors
16,V,Visa Inc.,EQUITY,USD,613103173632,322.39,Financial Services,Credit Services
17,XOM,Exxon Mobil Corporation,EQUITY,USD,609348681728,147.01,Energy,Oil & Gas Integrated
18,JNJ,Johnson & Johnson,EQUITY,USD,579826352128,240.87,Healthcare,Drug Manufacturers - General
19,ORCL,Oracle Corporation,EQUITY,USD,529566367744,184.13,Technology,Software - Infrastructure
20,CSCO,"Cisco Systems, Inc.",EQUITY,USD,477307731968,121.1,Technology,Communication Equipment
21,COST,Costco Wholesale Corporation,EQUITY,USD,435651411968,982.35,Consumer Defensive,Discount Stores
22,MA,Mastercard Incorporated,EQUITY,USD,432938450944,489.98,Financial Services,Credit Services
23,ABBV,AbbVie Inc.,EQUITY,USD,402351718400,227.73,Healthcare,Drug Manufacturers - General
24,CVX,Chevron Corporation,EQUITY,USD,372866908160,187.22,Energy,Oil & Gas Integrated
25,UNH,UnitedHealth Group Incorporated,EQUITY,USD,370995134464,408.52,Healthcare,Healthcare Plans
26,KO,The Coca-Cola Company,EQUITY,USD,355471097856,82.62,Consumer Defensive,Beverages - Non-Alcoholic
27,PG,The Procter & Gamble Company,EQUITY,USD,348381708288,149.61,Consumer Defensive,Household & Personal Products
28,NFLX,"Netflix, Inc.",EQUITY,USD,338295554048,80.34,Communication Services,Entertainment
29,HD,"The Home Depot, Inc.",EQUITY,USD,327443152896,328.39,Consumer Cyclical,Home Improvement Retail
30,MRK,"Merck & Co., Inc.",EQUITY,USD,294032605184,119.05,Healthcare,Drug Manufacturers - General
31,TXN,Texas Instruments Incorporated,EQUITY,USD,274047139840,301.12,Technology,Semiconductors
32,QCOM,QUALCOMM Incorporated,EQUITY,USD,223152881664,211.72,Technology,Semiconductors
33,ETH-USD,Ethereum USD,CRYPTOCURRENCY,USD,207414820864,1718.83,,
34,MCD,McDonald's Corporation,EQUITY,USD,202359177216,284.81,Consumer Cyclical,Restaurants
35,PEP,"PepsiCo, Inc.",EQUITY,USD,197208571904,144.27,Consumer Defensive,Beverages - Non-Alcoholic
36,TMO,Thermo Fisher Scientific Inc.,EQUITY,USD,174416822272,469.34,Healthcare,Diagnostics & Research
37,DIS,The Walt Disney Company,EQUITY,USD,173720616960,100.04,Communication Services,Entertainment
38,CRM,"Salesforce, Inc.",EQUITY,USD,135863910400,165.89,Technology,Software - Application
39,ACN,Accenture plc,EQUITY,USD,104796291072,170.28,Technology,Information Technology Services
40,BNB-USD,BNB USD,CRYPTOCURRENCY,USD,82871533568,614.91,,
41,ADBE,Adobe Inc.,EQUITY,USD,82464882688,204.02,Technology,Software - Application
42,XRP-USD,XRP USD,CRYPTOCURRENCY,USD,73298108416,1.1807,,
43,NKE,"NIKE, Inc.",EQUITY,USD,66536255488,44.93,Consumer Cyclical,Footwear & Accessories
44,SOL-USD,Solana USD,CRYPTOCURRENCY,USD,41342410752,71.21,,
45,DOGE-USD,Dogecoin USD,CRYPTOCURRENCY,USD,13701709824,0.08854,,
46,ADA-USD,Cardano USD,CRYPTOCURRENCY,USD,6594230272,0.1812,,
